timestamp,value
1708930800000,25
1708941600000,19
1708952400000,30
1708963200000,21
1708974000000,22
1708984800000,21
1708995600000,18
1709006400000,27
1709017200000,18
1709028000000,17
1709038800000,20
1709049600000,29
1709060400000,20
1709071200000,18
1709082000000,30
1709092800000,25
1709103600000,29
1709114400000,28
1709125200000,20
1709136000000,17
1709146800000,17
1709157600000,26
1709168400000,19
1709179200000,22
1709190000000,29
1709200800000,20
1709211600000,26
1709222400000,26
1709233200000,18
1709244000000,24
1709254800000,19
1709265600000,29
1709276400000,25
1709287200000,24
1709298000000,22
1709308800000,30
1709319600000,29
1709330400000,22
1709341200000,21
1709352000000,31
1709362800000,29
1709373600000,20
1709384400000,17
1709395200000,25
1709406000000,24
1709416800000,24
1709427600000,20
1709438400000,23
1709449200000,30
1709460000000,18
1709470800000,20
1709481600000,22
1709492400000,18
1709503200000,26
1709514000000,29
1709524800000,32
1709535600000,18
1709546400000,25
1709557200000,32
1709568000000,20
1709578800000,26
1709589600000,24
1709600400000,29
1709611200000,30
1709622000000,26
1709632800000,25
1709643600000,24
1709654400000,20
1709665200000,21
1709676000000,20
1709686800000,27
1709697600000,20
1709708400000,23
1709719200000,22
1709730000000,24
1709740800000,17
1709751600000,24
1709762400000,20
1709773200000,17
1709784000000,29
1709794800000,29
1709805600000,25
1709816400000,30
1709827200000,27
1709838000000,31
1709848800000,26
1709859600000,30
1709870400000,29
1709881200000,19
1709892000000,27
1709902800000,27
1709913600000,18
1709924400000,18
1709935200000,21
1709946000000,30
1709956800000,27
1709967600000,17
1709978400000,26
1709989200000,20
1710000000000,26
1710010800000,19
1710021600000,19
1710032400000,18
1710043200000,22
1710054000000,27
1710064800000,27
1710075600000,17
1710086400000,27
1710097200000,24
1710108000000,27
1710118800000,26
1710129600000,18
1710140400000,30
1710151200000,21
1710162000000,28
1710172800000,25
1710183600000,27
1710194400000,18
1710205200000,31
1710216000000,26
1710226800000,17
1710237600000,27
1710248400000,30
1710259200000,21
1710270000000,28
1710280800000,30
1710291600000,28
1710302400000,26
1710313200000,29
1710324000000,29
1710334800000,17
1710345600000,24
1710356400000,21
1710367200000,17
1710378000000,28
1710388800000,32
1710399600000,28
1710410400000,28
1710421200000,31
1710432000000,26
1710442800000,28
1710453600000,17
1710464400000,28
1710475200000,23
1710486000000,21
1710496800000,27
1710507600000,32
1710518400000,17
1710529200000,28
1710540000000,18
1710550800000,28
1710561600000,17
1710572400000,17
1710583200000,23
1710594000000,31
1710604800000,27
1710615600000,22
1710626400000,27
1710637200000,26
1710648000000,24
1710658800000,22
1710669600000,19
1710680400000,26
1710691200000,19
1710702000000,20
1710712800000,22
1710723600000,27
1710734400000,29
1710745200000,22
1710756000000,31
1710766800000,22
1710777600000,31
1710788400000,29
1710799200000,28
1710810000000,24
1710820800000,32
1710831600000,30
1710842400000,23
1710853200000,29
1710864000000,19
1710874800000,29
1710885600000,32
1710896400000,31
1710907200000,20
1710918000000,21
1710928800000,21
1710939600000,22
1710950400000,31
1710961200000,27
1710972000000,29
1710982800000,28
1710993600000,31
1711004400000,20
1711015200000,18
1711026000000,30
1711036800000,32
1711047600000,28
1711058400000,21
1711069200000,22
1711080000000,32
1711090800000,17
1711101600000,24
1711112400000,30
1711123200000,25
1711134000000,20
1711144800000,26
1711155600000,20
1711166400000,17
1711177200000,22
1711188000000,29
1711198800000,26
1711209600000,29
1711220400000,17
1711231200000,20
1711242000000,28
1711252800000,30
1711263600000,30
1711274400000,17
1711285200000,29
1711296000000,19
1711306800000,26
1711317600000,30
1711328400000,25
1711339200000,23
1711350000000,30
1711360800000,29
1711371600000,26
1711382400000,17
1711393200000,21
1711404000000,26
1711414800000,32
1711425600000,21
1711436400000,24
1711447200000,17
1711458000000,29
1711468800000,28
1711479600000,25
1711490400000,19
1711501200000,24
1711512000000,17
1711522800000,17
1711533600000,17
1711544400000,29
1711555200000,20
1711566000000,21
1711576800000,19
1711587600000,29
1711598400000,27
1711609200000,22
1711620000000,18
1711630800000,24
1711641600000,26
1711652400000,32
1711663200000,25
1711674000000,29
1711684800000,21
1711695600000,23
1711706400000,29
1711717200000,24
1711728000000,25
1711738800000,32
1711749600000,21
1711760400000,28
1711771200000,28
1711782000000,17
1711792800000,20
1711803600000,30
1711814400000,28
1711825200000,28
1711836000000,17
1711846800000,31
1711857600000,32
1711868400000,28
1711879200000,25
1711890000000,18
1711900800000,24
1711911600000,27
1711922400000,24
1711933200000,23
1711944000000,31
1711954800000,28
1711965600000,25
1711976400000,27
1711987200000,30
1711998000000,23
1712008800000,26
1712019600000,27
1712030400000,24
1712041200000,24
1712052000000,24
1712062800000,26
1712073600000,26
1712084400000,21
1712095200000,22
1712106000000,23
1712116800000,27
1712127600000,18
1712138400000,22
1712149200000,29
1712160000000,31
1712170800000,24
1712181600000,18
1712192400000,32
1712203200000,30
1712214000000,20
1712224800000,21
1712235600000,25
1712246400000,23
1712257200000,22
1712268000000,28
1712278800000,24
1712289600000,26
1712300400000,30
1712311200000,19
1712322000000,21
1712332800000,29
1712343600000,23
1712354400000,32
1712365200000,21
1712376000000,31
1712386800000,26
1712397600000,32
1712408400000,18
1712419200000,22
1712430000000,20
1712440800000,25
1712451600000,23
1712462400000,22
1712473200000,29
1712484000000,22
1712494800000,17
1712505600000,22
1712516400000,20
1712527200000,28
1712538000000,21
1712548800000,21
1712559600000,32
1712570400000,32
1712581200000,18
1712592000000,17
1712602800000,26
1712613600000,23
1712624400000,28
1712635200000,23
1712646000000,23
1712656800000,18
1712667600000,27
1712678400000,21
1712689200000,27
1712700000000,29
1712710800000,26
1712721600000,32
1712732400000,31
1712743200000,26
1712754000000,27
1712764800000,27
1712775600000,28
1712786400000,28
1712797200000,22
1712808000000,17
1712818800000,30
1712829600000,26
1712840400000,30
1712851200000,31
1712862000000,26
1712872800000,26
1712883600000,20
1712894400000,23
1712905200000,18
1712916000000,18
1712926800000,23
1712937600000,21
1712948400000,29
1712959200000,31
1712970000000,28
1712980800000,26
1712991600000,27
1713002400000,30
1713013200000,18
1713024000000,23
1713034800000,24
1713045600000,28
1713056400000,17
1713067200000,32
1713078000000,28
1713088800000,31
1713099600000,31
1713110400000,30
1713121200000,31
1713132000000,24
1713142800000,28
1713153600000,26
1713164400000,31
1713175200000,27
1713186000000,32
1713196800000,32
1713207600000,20
1713218400000,29
1713229200000,28
1713240000000,28
1713250800000,26
1713261600000,20
1713272400000,28
1713283200000,27
1713294000000,23
1713304800000,26
1713315600000,31
1713326400000,23
1713337200000,17
1713348000000,18
1713358800000,23
1713369600000,30
1713380400000,29
1713391200000,24
1713402000000,18
1713412800000,29
1713423600000,28
1713434400000,28
1713445200000,20
1713456000000,30
1713466800000,29
1713477600000,26
1713488400000,19
1713499200000,30
1713510000000,24
1713520800000,26
1713531600000,30
1713542400000,20
1713553200000,25
1713564000000,26
1713574800000,17
1713585600000,23
1713596400000,27
1713607200000,22
1713618000000,32
1713628800000,17
1713639600000,27
1713650400000,19
1713661200000,29
1713672000000,29
1713682800000,20
1713693600000,29
1713704400000,26
1713715200000,21
1713726000000,24
1713736800000,32
1713747600000,24
1713758400000,20
1713769200000,23
1713780000000,25
1713790800000,22
1713801600000,22
1713812400000,22
1713823200000,27
1713834000000,21
1713844800000,32
1713855600000,23
1713866400000,32
1713877200000,19
1713888000000,32
1713898800000,26
1713909600000,26
1713920400000,17
1713931200000,27
1713942000000,26
1713952800000,25
1713963600000,19
1713974400000,29
1713985200000,17
1713996000000,17
1714006800000,29
1714017600000,19
1714028400000,32
1714039200000,29
1714050000000,24
1714060800000,30
1714071600000,20
1714082400000,18
1714093200000,32
1714104000000,27
1714114800000,27
1714125600000,17
1714136400000,19
1714147200000,17
1714158000000,19
1714168800000,19
1714179600000,32
1714190400000,19
1714201200000,28
1714212000000,27
1714222800000,23
1714233600000,26
1714244400000,23
1714255200000,22
1714266000000,31
1714276800000,29
1714287600000,26
1714298400000,29
1714309200000,29
1714320000000,17
1714330800000,29
1714341600000,19
1714352400000,30
1714363200000,31
1714374000000,25
1714384800000,18
1714395600000,20
1714406400000,30
1714417200000,26
1714428000000,22
1714438800000,28
1714449600000,19
1714460400000,19
1714471200000,26
1714482000000,17
1714492800000,24
1714503600000,17
1714514400000,27
1714525200000,19
1714536000000,20
1714546800000,19
1714557600000,25
1714568400000,20
1714579200000,24
1714590000000,27
1714600800000,26
1714611600000,18
1714622400000,29
1714633200000,25
1714644000000,25
1714654800000,19
1714665600000,31
1714676400000,20
1714687200000,30
1714698000000,18
1714708800000,23
1714719600000,28
1714730400000,30
1714741200000,31
1714752000000,29
1714762800000,26
1714773600000,18
1714784400000,26
1714795200000,17
1714806000000,21
1714816800000,28
1714827600000,19
1714838400000,26
1714849200000,32
1714860000000,27
1714870800000,19
1714881600000,28
1714892400000,24
1714903200000,30
1714914000000,32
1714924800000,18
1714935600000,32
1714946400000,30
1714957200000,30
1714968000000,32
1714978800000,31
1714989600000,26
1715000400000,28
1715011200000,25
1715022000000,25
1715032800000,17
1715043600000,32
1715054400000,18
1715065200000,26
1715076000000,19
1715086800000,25
1715097600000,31
1715108400000,17
1715119200000,18
1715130000000,24
1715140800000,26
1715151600000,24
1715162400000,21
1715173200000,17
1715184000000,32
1715194800000,17
1715205600000,23
1715216400000,29
1715227200000,19
1715238000000,26
1715248800000,18
1715259600000,25
1715270400000,18
1715281200000,31
1715292000000,28
1715302800000,19
1715313600000,17
1715324400000,21
1715335200000,27
1715346000000,18
1715356800000,21
1715367600000,31
1715378400000,28
1715389200000,17
1715400000000,24
1715410800000,26
1715421600000,21
1715432400000,22
1715443200000,18
1715454000000,22
1715464800000,28
1715475600000,31
1715486400000,21
1715497200000,25
1715508000000,23
1715518800000,28
1715529600000,31
1715540400000,29
1715551200000,19
1715562000000,22
1715572800000,26
1715583600000,31
1715594400000,22
1715605200000,29
1715616000000,25
1715626800000,17
1715637600000,30
1715648400000,32
1715659200000,24
1715670000000,27
1715680800000,25
1715691600000,26
1715702400000,18
1715713200000,25
1715724000000,18
1715734800000,32
1715745600000,30
1715756400000,24
1715767200000,31
1715778000000,28
1715788800000,19
1715799600000,29
1715810400000,32
1715821200000,22
1715832000000,28
1715842800000,21
1715853600000,21
1715864400000,25
1715875200000,20
1715886000000,23
1715896800000,21
1715907600000,23
1715918400000,20
1715929200000,23
1715940000000,21
1715950800000,21
1715961600000,29
1715972400000,23
1715983200000,22
1715994000000,29
1716004800000,30
1716015600000,31
1716026400000,21
1716037200000,31
1716048000000,31
1716058800000,17
1716069600000,29
1716080400000,17
1716091200000,30
1716102000000,20
1716112800000,24
1716123600000,29
1716134400000,24
1716145200000,22
1716156000000,22
1716166800000,31
1716177600000,30
1716188400000,29
1716199200000,27
1716210000000,18
1716220800000,27
1716231600000,28
1716242400000,20
1716253200000,32
1716264000000,29
1716274800000,22
1716285600000,21
1716296400000,22
1716307200000,26
1716318000000,24
1716328800000,27
1716339600000,17
1716350400000,31
1716361200000,31
1716372000000,18
1716382800000,27
1716393600000,30
